,lat,lon,date_piqure_saisie,sex_pique,nbr_tique,environnement,raison_presence,departement,year,month,week,day,moisannee
46,49.37547,6.0936594,2018-05-27,Homme,7,Prairie,Randonn̩e; promenade; pique-nique,Moselle,2018,5,21,27,2018-05
47,48.6774341740409,6.16345882415782,2018-06-28,Femme,1,Parc urbain,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,6,26,28,2018-06
48,48.417862,7.2047696,2018-06-26,Homme,2,For̻t,,Bas-Rhin,2018,6,26,26,2018-06
49,48.73789,6.147472,2018-05-27,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2018,5,21,27,2018-05
50,48.6953859389948,7.88668423891066,2018-07-08,Femme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2018,7,27,8,2018-07
51,48.546561,5.91274,2018-07-12,Homme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,7,28,12,2018-07
52,48.78305,5.1925683,2017-07-19,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Meuse,2017,7,29,19,2017-07
53,49.246115,6.122961,2018-06-25,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,6,26,25,2018-06
54,49.2498343591031,6.09827041625982,2018-07-07,Femme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,7,27,7,2018-07
55,49.092594,6.1786866,2018-05-29,Homme,1,Parc urbain,Lieu de r̩sidence,Moselle,2018,5,22,29,2018-05
56,48.00847009,6.73233604,2018-05-29,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2018,5,22,29,2018-05
57,48.710945,6.164729,2018-08-18,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,8,33,18,2018-08
58,48.97909,4.8940496,2018-07-13,Femme,1,,,Marne,2018,7,28,13,2018-07
59,48.138588,7.2672997,2018-07-13,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,7,28,13,2018-07
60,48.52045,5.433973,2019-04-03,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2019,4,14,3,2019-04
61,49.17904304,6.10552526,2018-05-20,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,5,20,20,2018-05
62,48.759262,5.1547785,2019-04-29,Homme,1,Jardin priv̩,Lieu de r̩sidence,Meuse,2019,4,18,29,2019-04
63,49.077503,7.009043,2018-06-01,Homme,1,For̻t,,Moselle,2018,6,22,1,2018-06
64,48.58782,7.6928463,2019-05-03,Homme,1,For̻t,Lieu de r̩sidence,Bas-Rhin,2019,5,18,3,2019-05
65,48.774636,5.179516,2019-05-04,Homme,1,Parc urbain,,Meuse,2019,5,18,4,2019-05
66,48.670517,6.1294746,2018-06-02,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,6,22,2,2018-06
67,48.33343,6.2364593,2017-07-21,Femme,2,Prairie,Lieu de r̩sidence,Vosges,2017,7,29,21,2017-07
68,48.661644,7.647036,2018-07-17,Homme,1,Jardin priv̩,,Bas-Rhin,2018,7,29,17,2018-07
69,49.178482,7.01417,2019-05-18,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2019,5,20,18,2019-05
70,48.995358,5.7133017,2019-05-24,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2019,5,21,24,2019-05
71,48.82652901,6.25179148,2018-06-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,6,22,3,2018-06
72,49.75307,4.790004,2017-07-24,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Ardennes,2017,7,30,24,2017-07
73,49.3960215069003,5.79773426055968,2019-05-30,Homme,1,For̻t,Activit̩ professionnelle,Meurthe-et-Moselle,2019,5,22,30,2019-05
74,47.7008900865478,7.36083984375074,2019-05-31,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2019,5,22,31,2019-05
75,48.83141653,6.2464056,2018-06-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,6,22,3,2018-06
76,48.538063,7.4606895,2019-06-01,Femme,1,Jardin priv̩,Lieu de r̩sidence,Bas-Rhin,2019,6,22,1,2019-06
77,48.625525,7.504109,2017-05-26,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,26,2017-05
78,48.567116,6.142122,2018-07-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,7,29,21,2018-07
79,49.6979679315857,4.34978485020156,2019-06-02,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Ardennes,2019,6,22,2,2019-06
80,48.831434,6.082226,2019-06-05,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2019,6,23,5,2019-06
81,49.050694,6.9138727,2019-06-07,Femme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2019,6,23,7,2019-06
82,49.34659,6.297531,2018-05-20,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,5,20,20,2018-05
83,49.741349,4.921928,2019-06-12,Homme,1,Jardin priv̩,Lieu de r̩sidence,Ardennes,2019,6,24,12,2019-06
84,47.942925,7.183152,2019-06-13,Homme,1,Parc urbain,Sortie scolaire,Haut-Rhin,2019,6,24,13,2019-06
85,48.528664,7.7688885,2019-06-20,Homme,1,For̻t,Activit̩ professionnelle,Bas-Rhin,2019,6,25,20,2019-06
86,47.96598866,4.90212536,2017-08-01,Homme,1,For̻t,Activit̩ professionnelle,Haute-Marne,2017,8,31,1,2017-08
87,48.375022,6.97534,2017-08-03,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2017,8,31,3,2017-08
88,48.69711,6.1671066,2018-05-20,Femme,1,Autre,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,20,20,2018-05
89,48.77593075,7.36447906,2018-05-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,5,21,21,2018-05
90,48.31285,7.326508,2018-05-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,5,21,21,2018-05
91,47.9795,7.1878304,2018-05-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2018,5,21,21,2018-05
92,48.2809514014842,6.980977356434,2019-10-14,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2019,10,42,14,2019-10
93,49.350784,6.138665,2018-05-21,Homme,1,For̻t,Lieu de r̩sidence,Moselle,2018,5,21,21,2018-05
94,49.332718,6.324961,2018-05-24,Femme,1,Prairie,Lieu de r̩sidence,Moselle,2018,5,21,24,2018-05
95,48.742104,6.344664,2018-07-02,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,7,27,2,2018-07
96,48.7159749538721,6.3449478149414,2018-08-17,Femme,0,,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,8,33,17,2018-08
97,48.6503,6.1301646,2018-05-21,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,21,21,2018-05
98,48.511898,5.42745,2018-05-21,Femme,3,Autre,Activit̩ professionnelle,Meuse,2018,5,21,21,2018-05
99,48.847443,6.750169,2018-05-21,Femme,1,Jardin priv̩,Randonn̩e; promenade; pique-nique,Moselle,2018,5,21,21,2018-05
100,48.823088,5.209626,2018-05-22,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2018,5,21,22,2018-05
101,48.626587,6.1135736,2018-05-22,Homme,1,Jardin priv̩,Lieu de r̩sidence,Meurthe-et-Moselle,2018,5,21,22,2018-05
102,48.517292,7.330196,2018-06-04,Femme,2,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2018,6,23,4,2018-06
103,49.056112,6.060033,2018-05-22,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2018,5,21,22,2018-05
104,49.031628,6.062249,2018-05-23,Homme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2018,5,21,23,2018-05
105,49.23482,6.1373987,2020-03-22,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2020,3,12,22,2020-03
106,48.76886,7.359987,2017-08-03,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,8,31,3,2017-08
107,48.63905,5.8276877,2017-03-05,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2017,3,9,5,2017-03
108,49.114008,7.036731,2017-04-15,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Moselle,2017,4,15,15,2017-04
109,48.10983,5.1462007,2017-04-23,Femme,2,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haute-Marne,2017,4,16,23,2017-04
110,47.787098,7.255573,2017-05-01,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,5,18,1,2017-05
111,48.547276,5.8436627,2017-05-01,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Meurthe-et-Moselle,2017,5,18,1,2017-05
112,48.298214,6.126975,2017-05-01,Homme,5,,Randonn̩e; promenade; pique-nique,Vosges,2017,5,18,1,2017-05
113,49.01062,6.162669,2017-05-01,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Moselle,2017,5,18,1,2017-05
114,49.261561,4.045266,2017-05-09,Femme,1,Autre,Randonn̩e; promenade; pique-nique,Marne,2017,5,19,9,2017-05
115,48.071556,6.867243,2017-05-10,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2017,5,19,10,2017-05
116,48.622364,7.801373,2017-05-12,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Bas-Rhin,2017,5,19,12,2017-05
117,47.97375,7.220716,2017-05-15,Homme,4,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,5,20,15,2017-05
118,47.878437,6.9720025,2017-05-18,Homme,1,Jardin priv̩,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,5,20,18,2017-05
119,48.19153,3.844094,2017-05-20,Homme,3,Prairie,Randonn̩e; promenade; pique-nique,Aube,2017,5,20,20,2017-05
120,48.767185,7.288444,2017-05-21,Femme,1,Jardin priv̩,Lieu de r̩sidence,Moselle,2017,5,20,21,2017-05
121,49.06905,6.0599647,2017-05-21,Homme,2,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,5,20,21,2017-05
122,48.971024,4.371864,2017-05-21,Homme,1,For̻t,Activit̩ professionnelle,Marne,2017,5,20,21,2017-05
123,49.075455,6.073003,2017-05-25,Homme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Moselle,2017,5,21,25,2017-05
124,48.699852,7.8823614,2017-05-25,Femme,1,Autre,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,25,2017-05
125,48.063435,4.4991345,2017-05-25,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Aube,2017,5,21,25,2017-05
126,48.699867,7.3664784,2017-05-25,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,25,2017-05
127,48.700306,7.882522,2017-05-25,Homme,1,Autre,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,25,2017-05
128,47.731415,7.348334,2017-05-26,Femme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,5,21,26,2017-05
129,48.629098,7.506935,2017-05-26,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,26,2017-05
130,48.220757,7.303818,2017-05-26,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,5,21,26,2017-05
131,48.622111,7.501311,2017-05-26,Femme,3,Prairie,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,5,21,26,2017-05
132,49.452884,6.34252,2017-05-26,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,5,21,26,2017-05
133,49.750732,4.9652495,2017-05-28,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Ardennes,2017,5,21,28,2017-05
134,49.06841,6.0460596,2017-05-28,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,5,21,28,2017-05
135,48.295866,6.688605,2017-05-28,Femme,3,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2017,5,21,28,2017-05
136,49.89032,4.630687,2017-05-30,Homme,1,For̻t,Activit̩ professionnelle,Ardennes,2017,5,22,30,2017-05
137,48.62687,7.7748985,2017-05-30,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Bas-Rhin,2017,5,22,30,2017-05
138,48.692924,5.958853,2017-06-01,Femme,1,Prairie,Lieu de r̩sidence,Meurthe-et-Moselle,2017,6,22,1,2017-06
139,49.298367,6.0551114,2017-06-01,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Moselle,2017,6,22,1,2017-06
140,49.2846,6.5337596,2017-06-01,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Moselle,2017,6,22,1,2017-06
141,48.73085,6.15488,2019-12-23,Homme,1,For̻t,Lieu de r̩sidence,Meurthe-et-Moselle,2019,12,52,23,2019-12
142,48.267387,7.3754325,2017-06-04,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,22,4,2017-06
143,49.792545,4.656385,2017-06-04,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Ardennes,2017,6,22,4,2017-06
144,48.54793,5.0869665,2017-06-04,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haute-Marne,2017,6,22,4,2017-06
145,48.85889,7.323361,2017-06-04,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,22,4,2017-06
146,48.56057,6.4661765,2018-05-23,Homme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2018,5,21,23,2018-05
147,48.860046,5.5964503,2017-06-04,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meuse,2017,6,22,4,2017-06
148,48.64575,6.13393,2017-06-05,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2017,6,23,5,2017-06
149,49.178585,7.0142946,2017-06-06,Homme,2,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Moselle,2017,6,23,6,2017-06
150,49.119774,4.1087003,2017-06-06,Femme,1,Autre,Randonn̩e; promenade; pique-nique,Marne,2017,6,23,6,2017-06
151,48.248701,7.192483,2017-06-07,Femme,1,Autre,Lieu de r̩sidence,Haut-Rhin,2017,6,23,7,2017-06
152,48.803478,6.266752,2017-06-10,Femme,1,Prairie,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2017,6,23,10,2017-06
153,48.61077,7.801378,2017-06-10,Homme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,23,10,2017-06
154,47.92448,6.8623943,2017-06-10,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Vosges,2017,6,23,10,2017-06
155,47.827803,7.246235,2017-06-11,Femme,7,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,23,11,2017-06
156,49.267613,6.647149,2017-06-11,Homme,2,Autre,Lieu de r̩sidence,Moselle,2017,6,23,11,2017-06
157,48.72626,6.159705,2017-06-12,Femme,1,,Lieu de r̩sidence,Meurthe-et-Moselle,2017,6,24,12,2017-06
158,49.042507,6.4761963,2017-06-13,Femme,1,For̻t,Activit̩ professionnelle,Moselle,2017,6,24,13,2017-06
159,48.822,7.706262,2017-06-13,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,24,13,2017-06
160,47.783565,7.218717,2017-06-14,Homme,2,Jardin priv̩ ou parc municipal,Sortie scolaire,Haut-Rhin,2017,6,24,14,2017-06
161,49.0748,6.0748353,2017-06-15,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Moselle,2017,6,24,15,2017-06
162,48.24962,6.8999157,2017-06-15,Femme,1,For̻t,Lieu de r̩sidence,Vosges,2017,6,24,15,2017-06
163,48.109049,7.194307,2017-06-15,Homme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,24,15,2017-06
164,47.860584,7.1429467,2017-06-16,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,24,16,2017-06
165,48.248986,7.193443,2017-06-16,Femme,1,Prairie,Lieu de r̩sidence,Haut-Rhin,2017,6,24,16,2017-06
166,48.05539,7.3950515,2017-06-18,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,24,18,2017-06
167,48.232647,3.620695,2017-06-18,Homme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Aube,2017,6,24,18,2017-06
168,49.41736,5.707757,2017-06-18,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Meurthe-et-Moselle,2017,6,24,18,2017-06
169,47.614696,7.442731,2017-06-18,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,24,18,2017-06
170,49.285815,6.408966,2017-06-18,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,6,24,18,2017-06
171,48.450113,7.671975,2017-06-19,Femme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,25,19,2017-06
172,47.761731,7.324838,2018-05-23,Femme,1,Autre,Activit̩ professionnelle,Haut-Rhin,2018,5,21,23,2018-05
173,48.5887,6.328472,2017-06-19,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Meurthe-et-Moselle,2017,6,25,19,2017-06
174,48.67938939,7.06807547,2017-06-21,Femme,1,For̻t,Activit̩ professionnelle,Moselle,2017,6,25,21,2017-06
175,48.72626,6.159705,2017-06-22,Homme,1,Jardin priv̩ ou parc municipal,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2017,6,25,22,2017-06
176,47.765501,5.440198,2017-06-22,Femme,1,,Activit̩ professionnelle,Haute-Marne,2017,6,25,22,2017-06
177,48.1222,5.745959,2017-06-22,Homme,1,For̻t,Activit̩ professionnelle,Vosges,2017,6,25,22,2017-06
178,48.07002815,7.09550653,2017-06-23,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,25,23,2017-06
179,48.33516614,4.12883377,2017-06-23,Homme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Aube,2017,6,25,23,2017-06
180,48.929417,7.8917265,2017-06-24,Femme,1,Jardin priv̩ ou parc municipal,,Bas-Rhin,2017,6,25,24,2017-06
181,48.108755,7.194732,2017-06-24,Femme,1,Jardin priv̩ ou parc municipal,Sortie scolaire,Haut-Rhin,2017,6,25,24,2017-06
182,47.624836,7.321713,2017-06-25,Femme,1,,,Haut-Rhin,2017,6,25,25,2017-06
183,47.741233,7.341802,2017-06-25,Homme,10,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,25,25,2017-06
184,48.72986,7.7988043,2017-06-25,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,25,25,2017-06
185,47.752636,7.387621,2018-05-23,Femme,1,Jardin priv̩,Lieu de r̩sidence,Haut-Rhin,2018,5,21,23,2018-05
186,48.72978,7.7987685,2017-06-25,Femme,1,For̻t,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,25,25,2017-06
187,48.85438,6.1286073,2017-06-25,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Meurthe-et-Moselle,2017,6,25,25,2017-06
188,47.966928,7.191926,2017-06-25,Homme,1,For̻t,Lieu de r̩sidence,Haut-Rhin,2017,6,25,25,2017-06
189,47.717773,7.3290534,2017-06-27,Femme,1,Jardin priv̩ ou parc municipal,Lieu de r̩sidence,Haut-Rhin,2017,6,26,27,2017-06
190,48.81148,7.9494486,2017-06-28,Homme,1,Autre,Randonn̩e; promenade; pique-nique,Bas-Rhin,2017,6,26,28,2017-06
191,48.109175,7.194233,2017-06-29,Homme,1,For̻t,Randonn̩e; promenade; pique-nique,Haut-Rhin,2017,6,26,29,2017-06
192,49.117479,6.086557,2017-06-30,Homme,0,For̻t,Randonn̩e; promenade; pique-nique,Moselle,2017,6,26,30,2017-06
